GC_ID;Project-paragraaf;AANTAL;ARTIKEL_GC_ID;ARTIKEL_OMSCHRIJVING;ARTIKELKLASSE;GC_OMSCHRIJVING
201886;19PPR0115-002;4;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers ABB
201886;19PPR0115-002;1;7363617;ABB E 204/125R AAN-UIT SCHAKELAAR;Inbouwschakelaar modulair;V: Verdelers ABB
201886;19PPR0115-002;1;7907081;ABB COMFORT INSTAL.KAST OPB 4X 24MOD;Installatiekast met DIN-rail leeg;V: Verdelers ABB
201886;19PPR0115-002;1;7524382;ABB ZA13 SCHEMATAS A4 2CPX038233R9999;Documenthouder voor kast/lessenaar;V: Verdelers ABB
201886;19PPR0115-002;1;7301028;OUNE AANSLUIT-/AFTAKKLEM 0047;Verbindingsrijgklem;V: Verdelers ABB
201886;19PPR0115-002;1;7907296;ABB COMPONENTEN COMFORTLINE CZF1;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers ABB
201886;19PPR0115-002;1;7524390;ZA1P5 ABB AFDEKSTROOK 12-M. (SET 5);Afdekprofiel voor kast/lessenaar;V: Verdelers ABB
201886;19PPR0115-002;1;7100760;LEGRAND VERDEELKLEM 4P 125A - 11 AANSL;Aansluitklem voor hoofdkabel;V: Verdelers ABB
201886;19PPR0115-002;6;4080826;ABB SN201-LB16 INST.AUT. 1P+N 16A B-KAR;Installatieautomaat;V: Verdelers ABB
201886;19PPR0115-002;1;7892585;PHOE PT 10 BU AANSLUITKLEM BLAUW;Verbindingsrijgklem;V: Verdelers ABB
201886;19PPR0115-002;4;7508286;ABB SC203-C25NA INST.AUT. 3P+N 25A C-KAR;Installatieautomaat;V: Verdelers ABB
201886;19PPR0115-002;1;7508260;SC203 C16 NA ABB INST.AUTOM.CB 3P+N C 16A;Installatieautomaat;V: Verdelers ABB
201886;19PPR0115-002;1;7507239;0935.112 ABB AANSLUITRAIL 3-FASE 12 MOD;Kamrail;V: Verdelers ABB
201886;19PPR0115-002;8;KLEIN;Kleinmateriaal;;V: Verdelers ABB
201886;19PPR0115-002;12;7892785;PT 4 PHO 3211757 PT 4 VERB.RIJGKLE;Verbindingsrijgklem;V: Verdelers ABB
201886;19PPR0115-002;4;7892787;3211760 PHO 3211760 PT 4 BU VERB.RIJG;Verbindingsrijgklem;V: Verdelers ABB
201886;19PPR0115-002;3;7892584;PHOE PT 10 AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
201886;19PPR0115-002;7;7855810;PT 2,5 BU PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
201886;19PPR0115-002;9;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
201886;19PPR0115-002;1;7318108;ABB S203-C40NA INST.AUTOM 3P+N 40A C-KAR;Installatieautomaat;V: Verdelers ABB
211287;19PPR2155-001;10;1239618;OUNE AANSLUIT-/AFTAKKLEM 0048;Verbindingsrijgklem;V: Verdelers Eaton
211287;19PPR2155-001;10;1239625;OUNE AANSLUIT-/AFTAKKLEM 0049;Verbindingsrijgklem;V: Verdelers Eaton
211287;19PPR2155-001;30;1239394;OUNE AANSLUIT-/AFTAKKLEM 0016;Verbindingsrijgklem;V: Verdelers Eaton
211751;19PPR2155-002;1;7522568;SN201 B16 ABB INST.AUT.1P+N 6-10KA B 16A;Installatieautomaat;V: Verdelers Eaton
211751;19PPR2155-002;2;7909821;ABB KWH-METER 1F DIR 40A C11 110-101;Elektriciteitsmeter;V: Verdelers Eaton
211751;19PPR2155-002;66;5SE2363;SIEM 5SE2363 NEOZED ZEKERING 63A;D0-zekering;V: Verdelers Eaton
211751;19PPR2155-002;22;7298152;Polysafe ip65 2 volle deur 1250x1000x320 PS833056 PS833056;Installatiekast leeg;V: Verdelers Eaton
211751;19PPR2155-002;22;7957472;HAGER ZAY50994 PROFIELHALFCILINDER TOEBEHORE;Binnenwerk slot voor kast/lessenaar;V: Verdelers Eaton
211751;19PPR2155-002;22;7348779;ABB 2CDE103101R1901 LASTSCHAKELAAR;Patroonlastscheider;V: Verdelers Eaton
211751;19PPR2155-002;22;7507239;0935.112 ABB AANSLUITRAIL 3-FASE 12 MOD;Kamrail;V: Verdelers Eaton
211751;19PPR2155-002;88;7920655;KF82A HAGER AANSL.KLEM 2X16MM2;Aansluitklem voor hoofdkabel;V: Verdelers Eaton
211751;19PPR2155-002;176;7909821;ABB KWH-METER 1F DIR 40A C11 110-101;Elektriciteitsmeter;V: Verdelers Eaton
211751;19PPR2155-002;22;7297145;ABB M65 WANDOPB +DEUR TRANS54M;Installatiekast met DIN-rail leeg;V: Verdelers Eaton
211751;19PPR2155-002;44;6413546;ESKV40 WIS KABELWARTEL M40 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers Eaton
211751;19PPR2155-002;44;6413132;EMUG40 WIS CONTRAMOER M40 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers Eaton
211751;19PPR2155-002;176;6413520;ESKV25 WIS KABELWARTEL M25 IP68 POL;Wartel kabel-/buisinvoer;V: Verdelers Eaton
211751;19PPR2155-002;176;6413116;EMUG25 WIS CONTRAMOER M25 IP68 POL.;Wartelmoer kabel-/buisinvoer;V: Verdelers Eaton
211751;19PPR2155-002;22;7957472;HAGER ZAY50994 PROFIELHALFCILINDER TOEBEHORE;Binnenwerk slot voor kast/lessenaar;V: Verdelers Eaton
211751;19PPR2155-002;176;7909821;ABB KWH-METER 1F DIR 40A C11 110-101;Elektriciteitsmeter;V: Verdelers Eaton
211751;19PPR2155-002;176;7522568;SN201 B16 ABB INST.AUT.1P+N 6-10KA B 16A;Installatieautomaat;V: Verdelers Eaton
211751;19PPR2155-002;88;KLEIN;Kleinmateriaal;;V: Verdelers Eaton
211751;19PPR2155-002;176;7855810;PT 2,5 BU PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers Eaton
211751;19PPR2155-002;176;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers Eaton
211752;19PPR2155-003;;;;;V: Verdelers Eaton
211753;19PPR2155-004;;;;;V: Verdelers Eaton
215507;20PPR0291-005;1;7508237;PS 4/12/16 ABB VERZAMELRAIL;Kamrail;V: Verdelers ABB
215507;20PPR0291-005;1;7301028;OUNE AANSLUIT-/AFTAKKLEM 0047;Verbindingsrijgklem;V: Verdelers ABB
215507;20PPR0291-005;1;7616832;6042811 EAT DOORVERB.VL 18MM 3PIN GEIS;Kamrail;V: Verdelers ABB
215507;20PPR0291-005;1;7363617;ABB E 204/125R AAN-UIT SCHAKELAAR;Inbouwschakelaar modulair;V: Verdelers ABB
215507;20PPR0291-005;1;7907083;ABB COMFORT INSTAL.KAST OPB 5X 24MOD;Installatiekast met DIN-rail leeg;V: Verdelers ABB
215507;20PPR0291-005;1;7524382;ABB ZA13 SCHEMATAS A4 2CPX038233R9999;Documenthouder voor kast/lessenaar;V: Verdelers ABB
215507;20PPR0291-005;1;7907277;ABB COMPONENTEN COMFORTLINE CZT60;Deursluiting voor kast/lessenaar;V: Verdelers ABB
215507;20PPR0291-005;1;7907328;ABB COMPONENTEN COMFORTLINE CZT5;Deursluiting voor kast/lessenaar;V: Verdelers ABB
215507;20PPR0291-005;1;7907282;ABB COMPONENTEN COMFORTLINE CZT25H;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
215507;20PPR0291-005;1;7907296;ABB COMPONENTEN COMFORTLINE CZF1;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers ABB
215507;20PPR0291-005;1;7600828;004886 LEG MODUL.STROOMVERD.4P 125A;Aansluitklem voor hoofdkabel;V: Verdelers ABB
215507;20PPR0291-005;1;7808027;138574 EAT CILLINDERSLOT PHZ-E10/30-U;Binnenwerk slot voor kast/lessenaar;V: Verdelers ABB
215507;20PPR0291-005;2;7507239;0935.112 ABB AANSLUITRAIL 3-FASE 12 MOD;Kamrail;V: Verdelers ABB
215507;20PPR0291-005;2;7852833;D-ST2,5 PHO EINDPLAAT 2,5 GRYS;Eindplaat rijgklem;V: Verdelers ABB
215507;20PPR0291-005;2;7508260;SC203 C16 NA ABB INST.AUTOM.CB 3P+N C 16A;Installatieautomaat;V: Verdelers ABB
215507;20PPR0291-005;8;5ST37711;SIEM AANSLUITKLEM  5ST3771-1;Toebehoren voor stroomrail;V: Verdelers ABB
215507;20PPR0291-005;10;7524390;ZA1P5 ABB AFDEKSTROOK 12-M. (SET 5);Afdekprofiel voor kast/lessenaar;V: Verdelers ABB
215507;20PPR0291-005;15;7522550;SN201 C16 ABB INST.AUT.1P+N 6-10KA C 16A;Installatieautomaat;V: Verdelers ABB
215507;20PPR0291-005;4;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers ABB
215507;20PPR0291-005;8;KLEIN;Kleinmateriaal;;V: Verdelers ABB
215507;20PPR0291-005;17;7855810;PT 2,5 BU PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
215507;20PPR0291-005;21;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
218244;20PPR0802-001;1;7907296;ABB COMPONENTEN COMFORTLINE CZF1;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers ABB
218244;20PPR0802-001;1;7892787;3211760 PHO 3211760 PT 4 BU VERB.RIJG;Verbindingsrijgklem;V: Verdelers ABB
218244;20PPR0802-001;1;7301010;OUNE AANSLUIT-/AFTAKKLEM 0048;Verbindingsrijgklem;V: Verdelers ABB
218244;20PPR0802-001;1;7363617;ABB E 204/125R AAN-UIT SCHAKELAAR;Inbouwschakelaar modulair;V: Verdelers ABB
218244;20PPR0802-001;1;7276596;SBN499 HAG LASTSCHEIDER 4P 125 A;Inbouwschakelaar modulair;V: Verdelers ABB
218244;20PPR0802-001;1;7924970;FZ794 HAG TEKENINGHOUD.KUNSTST.;Documenthouder voor kast/lessenaar;V: Verdelers ABB
218244;20PPR0802-001;1;7524382;ABB ZA13 SCHEMATAS A4 2CPX038233R9999;Documenthouder voor kast/lessenaar;V: Verdelers ABB
218244;20PPR0802-001;1;7907275;ABB COMPONENTEN COMFORTLINE CZT2;Deursluiting voor kast/lessenaar;V: Verdelers ABB
218244;20PPR0802-001;1;7907317;ABB COMPONENTEN COMFORTLINE CZ1P4;Montagetoebehoren voor kast/lessenaar;V: Verdelers ABB
218244;20PPR0802-001;1;7348776;ABB DS 203NC C16/0,03 AARDLEKAUTOMAAT;Aardlekautomaat;V: Verdelers ABB
218244;20PPR0802-001;1;6720171;ADM466G HAG HAC.4P 16A CK.30MA KL.A6KA;Aardlekautomaat;V: Verdelers ABB
218244;20PPR0802-001;1;6720064;ADM416G HAG HAC.4P 16A BK.30MA KL.A6KA;Aardlekautomaat;V: Verdelers ABB
218244;20PPR0802-001;1;6720171;ADM466G HAG HAC.4P 16A CK.30MA KL.A6KA;Aardlekautomaat;V: Verdelers ABB
218244;20PPR0802-001;1;LOGISTIEKE TAKEN;Logistieke taken;;V: Verdelers ABB
218244;20PPR0802-001;1;7301028;OUNE AANSLUIT-/AFTAKKLEM 0047;Verbindingsrijgklem;V: Verdelers ABB
218244;20PPR0802-001;1;7629091;HAGER VERDDELERKLEM 4P 125A;Inbouwunit met verdeelklemmen;V: Verdelers ABB
218244;20PPR0802-001;1;4048906;FWQ54P HAG OPB.VERD.IP44 1050X800X161;Installatiekast leeg;V: Verdelers ABB
218244;20PPR0802-001;1;7300987;ABB OVR T2 3N 40 275 P TS QS OVERSPANNIN;Netoverspanningsbeveiliging;V: Verdelers ABB
218244;20PPR0802-001;1;7920031;HAGER KWH-METER 3F DIR 125A ECR310D;Elektriciteitsmeter;V: Verdelers ABB
218244;20PPR0802-001;1;7963747;HGR DEURSLKST FZ453N;Binnenwerk slot voor kast/lessenaar;V: Verdelers ABB
218244;20PPR0802-001;2;7524390;ZA1P5 ABB AFDEKSTROOK 12-M. (SET 5);Afdekprofiel voor kast/lessenaar;V: Verdelers ABB
218244;20PPR0802-001;54;7576234;ADA916G HAG HACO 1P+N 16 A B-KAR. 30MA;Aardlekautomaat;V: Verdelers ABB
218244;20PPR0802-001;10;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers ABB
218244;20PPR0802-001;4;7520048;ABB AANSL.BLOK PE 17 1,5-4MM2+5 25MM2;Kroonklemmenstrook;V: Verdelers ABB
218244;20PPR0802-001;15;KLEIN;Kleinmateriaal;;V: Verdelers ABB
218244;20PPR0802-001;54;7893199;PHOE PTTB 2,5-L/N VEERKLEM 4MM;Verbindingsrijgklem;V: Verdelers ABB
218244;20PPR0802-001;3;7892785;PT 4 PHO 3211757 PT 4 VERB.RIJGKLE;Verbindingsrijgklem;V: Verdelers ABB
218244;20PPR0802-001;3;7300995;OUNE AANSLUIT-/AFTAKKLEM 0016;Verbindingsrijgklem;V: Verdelers ABB
221831;20PPR1238-001;1;OVK1WR0500;OVK PE-unirail 1xWohner WR0500 Cu 20x5. L=498mm;;V: Verdelers Eaton
221831;20PPR1238-001;1;7820962;D-UT 2,5/10 PHO EINDPLAAT;Eindplaat rijgklem;V: Verdelers Eaton
221831;20PPR1238-001;1;8HC6900;Rubber cable entry for cable entries;Toebehoren voor installatiekast;V: Verdelers Eaton
221831;20PPR1238-001;1;3082888;LEGRAND VERDEELKLEM 4P 125A - 11 AANSL;Aansluitklem voor hoofdkabel;V: Verdelers Eaton
221831;20PPR1238-001;1;694653;BELP RINGKERN TRAFO RKT-101.09 160VA;1-fase stuurtransformator;V: Verdelers Eaton
221831;20PPR1238-001;1;7815225;EATO BPM-O-600/14-P-EP-W WANDVERDELER;Schakelkast leeg;V: Verdelers Eaton
221831;20PPR1238-001;1;7811077;WFB-SET-CS EAT WANDBEUGELBEV. CS KASTEN;Componenten voor opstelling/koppeling voor kast/lessenaar;V: Verdelers Eaton
221831;20PPR1238-001;1;7891245;EP52AP EAT AFSCHERMPL.48PE 500X300;Frontplaat voor kast/lessenaar;V: Verdelers Eaton
221831;20PPR1238-001;1;7891559;EP53RG EAT EP V.DIN-MOD 72PE 500/450;Inbouwunit voor modulaire componenten;V: Verdelers Eaton
221831;20PPR1238-001;1;7789118;IS-80/4 EAT HOOFDSCHAKELAAR 4-POL 80A;Inbouwschakelaar modulair;V: Verdelers Eaton
221831;20PPR1238-001;1;1036885;EVG-4PHAS/12MODUL EAT KAMRAIL 4F 12 MODULES;Kamrail;V: Verdelers Eaton
221831;20PPR1238-001;1;7823933;PLZM-C10/1N-MW EAT INST AUT PLZM-C10/1N-MW 1P;Installatieautomaat;V: Verdelers Eaton
221831;20PPR1238-001;1;7301028;OUNE AANSLUIT-/AFTAKKLEM 0047;Verbindingsrijgklem;V: Verdelers Eaton
221831;20PPR1238-001;1;01265_1;TS35/15G Snelbevestigingsrail;;V: Verdelers Eaton
221831;20PPR1238-001;1;8197;0.88.0200.0 Tekeninghouder A4;;V: Verdelers Eaton
221831;20PPR1238-001;2;7850746;UK-SI PHO ZEKERINGKLEM;Zekeringsrijgklem;V: Verdelers Eaton
221831;20PPR1238-001;2;7276092;HGR BUISZEK L520TK01-000;Cilindrische zekering;V: Verdelers Eaton
221831;20PPR1238-001;2;7891542;EP52RG EAT EP V.DIN-MOD 48PE 500/300;Inbouwunit voor modulaire componenten;V: Verdelers Eaton
221831;20PPR1238-001;2;7882939;F3A-D EAT INVOERPLAAT VOOR OP SPARIN;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers Eaton
221831;20PPR1238-001;4;7892342;APH05 EAT AFSCHERMPL.HOUD.ENK STAND;Componenten voor uitbouw voor kast/lessenaar;V: Verdelers Eaton
221831;20PPR1238-001;4;7856156;FBS2-51 PHO STEEKBRUG;Doorverbindingsbrug rijgklem;V: Verdelers Eaton
221831;20PPR1238-001;3;7611726;1317.804 EAT AANSL.RAIL V.ALAMAT 3-FASE;Kamrail;V: Verdelers Eaton
221831;20PPR1238-001;3;7788987;PKN6-16/1N/C/003-AMW EAT AARDLEKAUT.1P+N C16 30MA;Aardlekautomaat;V: Verdelers Eaton
221831;20PPR1238-001;6;7892326;APH EAT AFSCHERMPL.HOUD.DUB.STAND.;Componenten voor uitbouw voor kast/lessenaar;V: Verdelers Eaton
221831;20PPR1238-001;12;4663464;ESD225 HAG MAGNEETSCH.25A, 2M, 24V;Installatiehulpschakelaar modulair;V: Verdelers Eaton
221831;20PPR1238-001;12;3674439;FIND TIJDRELAIS 1W 24-240V AC/DC 0-24H;Tijdrelais;V: Verdelers Eaton
221831;20PPR1238-001;12;1046916;PKN6-25/1N/C/003-A-M EAT AARDLEKAUTOMAAT 1P+N C25;Aardlekautomaat;V: Verdelers Eaton
221831;20PPR1238-001;10;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers Eaton
221831;20PPR1238-001;20;6402917;Afstandssteun 9mm 49-DS055.009.1128;;V: Verdelers Eaton
221831;20PPR1238-001;21;KLEIN;Kleinmateriaal;;V: Verdelers Eaton
221831;20PPR1238-001;48;7892785;PT 4 PHO 3211757 PT 4 VERB.RIJGKLE;Verbindingsrijgklem;V: Verdelers Eaton
221831;20PPR1238-001;18;7892787;3211760 PHO 3211760 PT 4 BU VERB.RIJG;Verbindingsrijgklem;V: Verdelers Eaton
221831;20PPR1238-001;4;7824691;UT4 PHO RAILKLEM GRYS;Verbindingsrijgklem;V: Verdelers Eaton
221831;20PPR1238-001;58;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers Eaton
224031;20PPR1298-009;2;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
224031;20PPR1298-009;1;5775059;HAGER PROG.KLOK DIG.MULTIF. BT EGN100;Digitale schakelklok voor paneelbouw;V: Verdelers ABB
224031;20PPR1298-009;1;2859181;PHOE VAL-MS 320/3+1/FM;Netoverspanningsbeveiliging;V: Verdelers ABB
224031;20PPR1298-009;2;7508237;PS 4/12/16 ABB VERZAMELRAIL;Kamrail;V: Verdelers ABB
224031;20PPR1298-009;2;7851728;E/AL-NS 35 PHO EINDSTEUN 35MM DINRAIL;Eindsteun rijgklem;V: Verdelers ABB
224031;20PPR1298-009;2;4474116;ABB AARDLEKAUTOMAAT DS201 B16 A30;Aardlekautomaat;V: Verdelers ABB
224031;20PPR1298-009;2;7520048;ABB AANSL.BLOK PE 17 1,5-4MM2+5 25MM2;Kroonklemmenstrook;V: Verdelers ABB
224031;20PPR1298-009;2;7508195;SC203 B16 NA ABB INST.AUTOM.CB 3P+N B 16A;Installatieautomaat;V: Verdelers ABB
224031;20PPR1298-009;2;7522550;SN201 C16 ABB INST.AUT.1P+N 6-10KA C 16A;Installatieautomaat;V: Verdelers ABB
224031;20PPR1298-009;25;4157921;SIEM AANSLUITKLEM  5ST3771-1;Toebehoren voor stroomrail;V: Verdelers ABB
224031;20PPR1298-009;10;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers ABB
224031;20PPR1298-009;1,1;7524390;ZA1P5 ABB AFDEKSTROOK 12-M. (SET 5);Afdekprofiel voor kast/lessenaar;V: Verdelers ABB
224031;20PPR1298-009;6;7522568;SN201 B16 ABB INST.AUT.1P+N 6-10KA B 16A;Installatieautomaat;V: Verdelers ABB
224031;20PPR1298-009;15;KLEIN;Kleinmateriaal;;V: Verdelers ABB
224031;20PPR1298-009;6;7855810;PT 2,5 BU PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
224031;20PPR1298-009;9;7855810;PT 2,5 BU PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
224031;20PPR1298-009;8;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
224031;20PPR1298-009;1;7971666;ERC225 HAG MAGN.SCH.25A HANDB.2M,230V;Installatiehulpschakelaar modulair;V: Verdelers ABB
224031;20PPR1298-009;9;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
224031;20PPR1298-009;18;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
224031;20PPR1298-009;1;7855810;PT 2,5 BU PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers ABB
224031;20PPR1298-009;1;2942977;0935.112 ABB AANSLUITRAIL 3-FASE 12 MOD;Kamrail;V: Verdelers ABB
224031;20PPR1298-009;1;3760758;ABB 2CDE284001R0080 LASTSCHEIDER;Inbouwschakelaar modulair;V: Verdelers ABB
224031;20PPR1298-009;1;7508229;SC203 B32 NA ABB INST.AUTOM.CB 3P+N B 32A;Installatieautomaat;V: Verdelers ABB
224031;20PPR1298-009;1;3174224;SC203 C16 NA ABB INST.AUTOM.CB 3P+N C 16A;Installatieautomaat;V: Verdelers ABB
224031;20PPR1298-009;1;4081048;ABB SN201-C20 INST.AUT. 1P+N 20A C-KAR;Installatieautomaat;V: Verdelers ABB
224031;20PPR1298-009;1;7508229;SC203 B32 NA ABB INST.AUTOM.CB 3P+N B 32A;Installatieautomaat;V: Verdelers ABB
224031;20PPR1298-009;1;7301028;OUNE AANSLUIT-/AFTAKKLEM 0047;Verbindingsrijgklem;V: Verdelers ABB
224031;20PPR1298-009;1;7508229;SC203 B32 NA ABB INST.AUTOM.CB 3P+N B 32A;Installatieautomaat;V: Verdelers ABB
224031;20PPR1298-009;1;7907083;ABB COMFORT INSTAL.KAST OPB 5X 24MOD;Installatiekast met DIN-rail leeg;V: Verdelers ABB
224031;20PPR1298-009;1;7524382;ABB ZA13 SCHEMATAS A4 2CPX038233R9999;Documenthouder voor kast/lessenaar;V: Verdelers ABB
224031;20PPR1298-009;1;6402917;Afstandssteun 9mm 49-DS055.009.1128;;V: Verdelers ABB
224031;20PPR1298-009;1;7907296;ABB COMPONENTEN COMFORTLINE CZF1;Invoerplaat voor op sparing kast/lessenaar;V: Verdelers ABB
224031;20PPR1298-009;1;7629089;HAGER VERDDELERKLEM 4P 100A;Inbouwunit met verdeelklemmen;V: Verdelers ABB
224031;20PPR1298-009;1;7318966;ABB KWH-METER 3F DIR 80A A43 112-100;Elektriciteitsmeter;V: Verdelers ABB
224687;20PPR1571-002;0,25;828805;PHOE US-EMLP (60X30) TEKSTSTROOKBLAD;Tekststrookblad;V: Verdelers Eaton
224687;20PPR1571-002;9;7856081;D-ST 4 PHO EINDPLAAT;Eindplaat rijgklem;V: Verdelers Eaton
224687;20PPR1571-002;8;10070774;HGR BUISZEK L520TK00-800;Cilindrische zekering;V: Verdelers Eaton
224687;20PPR1571-002;10;7788979;PKN6-16/1/N/B/003-A- EAT AARDLEKAUT. 1P+N B16 30MA;Aardlekautomaat;V: Verdelers Eaton
224687;20PPR1571-002;9;7850936;CLIPFIX 35 PHO EINDSTEUN;Eindsteun rijgklem;V: Verdelers Eaton
224687;20PPR1571-002;7;7823610;PLN6-C16/1N EAT INSTALL.AUTOM.C 1P+N 16A;Installatieautomaat;V: Verdelers Eaton
224687;20PPR1571-002;16;1047198;PLN6-B16/1N EAT INSTALL.AUTOM.B 1P+N 16A;Installatieautomaat;V: Verdelers Eaton
224687;20PPR1571-002;0,5;01265_1;TS35/15G Snelbevestigingsrail;;V: Verdelers Eaton
224687;20PPR1571-002;14;KLEIN;Kleinmateriaal;;V: Verdelers Eaton
224687;20PPR1571-002;4;7824691;UT4 PHO RAILKLEM GRYS;Verbindingsrijgklem;V: Verdelers Eaton
224687;20PPR1571-002;38;7892785;PT 4 PHO 3211757 PT 4 VERB.RIJGKLE;Verbindingsrijgklem;V: Verdelers Eaton
224687;20PPR1571-002;34;7892787;3211760 PHO 3211760 PT 4 BU VERB.RIJG;Verbindingsrijgklem;V: Verdelers Eaton
224687;20PPR1571-002;3;7300994;OUNE AANSLUIT-/AFTAKKLEM 0013;Verbindingsrijgklem;V: Verdelers Eaton
224687;20PPR1571-002;3;7892832;PT 6 PHO PT 6 AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers Eaton
224687;20PPR1571-002;5;7855802;PT 2,5 PHO PT VEERDRUK-AANSLUITKLEM;Verbindingsrijgklem;V: Verdelers Eaton
224687;20PPR1571-002;1;7808027;138574 EAT CILLINDERSLOT PHZ-E10/30-U;Binnenwerk slot voor kast/lessenaar;V: Verdelers Eaton
224687;20PPR1571-002;1;7971666;ERC225 HAG MAGN.SCH.25A HANDB.2M,230V;Installatiehulpschakelaar modulair;V: Verdelers Eaton
224687;20PPR1571-002;1;7811077;WFB-SET-CS EAT WANDBEUGELBEV. CS KASTEN;Componenten voor opstelling/koppeling voor kast/lessenaar;V: Verdelers Eaton
224687;20PPR1571-002;1;7820962;D-UT 2,5/10 PHO EINDPLAAT;Eindplaat rijgklem;V: Verdelers Eaton
224687;20PPR1571-002;1;7856180;FBS2-6 PHO STEEKBRUG;Doorverbindingsbrug rijgklem;V: Verdelers Eaton
224687;20PPR1571-002;1;7852833;D-ST2,5 PHO EINDPLAAT 2,5 GRYS;Eindplaat rijgklem;V: Verdelers Eaton
224687;20PPR1571-002;1;7886510;PHOE EINDPLAAT RIJGKLEM D-PT 6;Eindplaat rijgklem;V: Verdelers Eaton
224687;20PPR1571-002;1;7920037;HAGER PROG.KLOK DIG.WEEKPROG. EGN103;Digitale schakelklok voor paneelbouw;V: Verdelers Eaton
224687;20PPR1571-002;1;6720098;ADM432G HAG HAC.4P 32A BK.30MA KL.A6KA;Aardlekautomaat;V: Verdelers Eaton
224687;20PPR1571-002;1;694620;BELP RINGKERN TRAFO RKT-101.08 120VA;1-fase stuurtransformator;V: Verdelers Eaton
224687;20PPR1571-002;1;3082888;LEGRAND VERDEELKLEM 4P 125A - 11 AANSL;Aansluitklem voor hoofdkabel;V: Verdelers Eaton
224687;20PPR1571-002;1;10293691;EATO BPM-O-600/11-P-EP-W WANDVERDELER;Schakelkast leeg;V: Verdelers Eaton
224687;20PPR1571-002;1;7891245;EP52AP EAT AFSCHERMPL.48PE 500X300;Frontplaat voor kast/lessenaar;V: Verdelers Eaton
224687;20PPR1571-002;1;7891542;EP52RG EAT EP V.DIN-MOD 48PE 500/300;Inbouwunit voor modulaire componenten;V: Verdelers Eaton
224687;20PPR1571-002;1;7891559;EP53RG EAT EP V.DIN-MOD 72PE 500/450;Inbouwunit voor modulaire componenten;V: Verdelers Eaton
224687;20PPR1571-002;1;7789126;IS-100/4 EAT HOOFDSCHAKELAAR 4-POL100A;Inbouwschakelaar modulair;V: Verdelers Eaton
224687;20PPR1571-002;1;1047204;PLN6-B6/1N EAT INSTALL.AUTOM.B 1P+N 6A;Installatieautomaat;V: Verdelers Eaton
224687;20PPR1571-002;1;7823628;PLS6-B16/3N EAT INSTALL.AUTOM.B 3P+N 16A;Installatieautomaat;V: Verdelers Eaton
224687;20PPR1571-002;1;7301009;OUNE AANSLUIT-/AFTAKKLEM 0046;Verbindingsrijgklem;V: Verdelers Eaton
224687;20PPR1571-002;1;7892833;PT 6 BU PHO PT 6 BU;Verbindingsrijgklem;V: Verdelers Eaton
224687;20PPR1571-002;1;8197;0.88.0200.0 Tekeninghouder A4;;V: Verdelers Eaton
224687;20PPR1571-002;2;6402917;Afstandssteun 9mm 49-DS055.009.1128;;V: Verdelers Eaton
224687;20PPR1571-002;2;7851728;E/AL-NS 35 PHO EINDSTEUN 35MM DINRAIL;Eindsteun rijgklem;V: Verdelers Eaton
